"chr21"	14027421	14144468	117048	"+"
"chr10"	87342736	87357882	15147	"+"
"chr20"	61738219	61755056	16838	"-"
"chr10"	628638	631255	2618	"+"
"chr6"	108123515	108159392	35878	"+"
"chr9"	96019724	96027993	8270	"-"
"chr1"	97933474	98049863	116390	"-"
"chr9"	135462727	135480777	18051	"-"
"chr22"	29436534	29478175	41642	"-"
"chr21"	34370802	34375348	4547	"-"
"chr21"	42733594	42741758	8165	"-"
"chr3"	14920347	14948424	28078	"-"
"chr10"	11849608	11894700	45093	"-"
"chr2"	199457700	199476935	19236	"+"
"chr20"	63102205	63104386	2182	"+"
"chr9"	86948699	87002033	53335	"+"
"chr1"	47225797	47230750	4954	"+"
"chr21"	41141493	41148133	6641	"-"
"chr13"	105704280	105764440	60161	"+"
"chr19"	54444813	54449045	4233	"-"
"chr21"	14761710	14763090	1381	"-"
"chr21"	21223295	21226829	3535	"-"
"chr1"	64972225	65002489	30265	"-"
"chr2"	34799850	35185689	385840	"+"
"chr17"	72290091	72640472	350382	"-"
"chr21"	44921051	44929678	8628	"+"
"chr18"	51346249	51643939	297691	"+"
"chr3"	47164497	47246601	82105	"+"
"chr6"	113868013	113873351	5339	"-"
"chr7"	35715034	35734887	19854	"+"
"chr7"	89882353	90211635	329283	"-"
"chr10"	99927010	99958381	31372	"+"
"chr5"	55995167	56003649	8483	"+"
"chr1"	57386576	57387450	875	"+"
"chr9"	135204722	135237597	32876	"-"
"chr1"	154402328	154406564	4237	"-"
"chr1"	230002730	230007162	4433	"+"
"chr7"	88219359	88304367	85009	"+"
"chr2"	6912277	6918709	6433	"-"
"chr6"	26521709	26527404	5696	"+"
"chrX"	71183559	71198175	14617	"-"
"chr9"	136803927	136808848	4922	"-"
"chr21"	23361104	23384861	23758	"-"
"chr6"	31053450	31059890	6441	"+"
"chr13"	45350323	45351350	1028	"+"
"chr1"	95510116	95782342	272227	"+"
"chr9"	95113708	95114461	754	"+"
"chr2"	27061038	27061815	778	"+"
"chr7"	143407813	143523449	115637	"+"
"chr7"	66526088	66592397	66310	"-"
"chr1"	248484245	248485484	1240	"-"
"chr11"	1763009	1763749	741	"-"
"chr13"	112106095	112106882	788	"-"
"chr7"	16210488	16270604	60117	"+"
"chr6"	32032713	32036258	3546	"-"
"chr10"	117473215	117545068	71854	"-"
"chr17"	81514047	81527776	13730	"+"
"chr6"	12007670	12008856	1187	"+"
"chr1"	198807493	198937429	129937	"-"
"chr20"	24199767	24224588	24822	"+"
"chr6"	3182744	3195756	13013	"-"
"chr20"	23187961	23190307	2347	"+"
"chr7"	1570073	1589626	19554	"+"
"chrX"	73946555	74293574	347020	"-"
"chr2"	96307263	96321731	14469	"-"
"chr1"	121360156	121398806	38651	"-"
"chr22"	45000565	45003619	3055	"-"
"chr6"	133088080	133106578	18499	"+"
"chr1"	155195004	155205495	10492	"+"
"chr4"	38612701	38664883	52183	"-"
"chr2"	39436637	39665343	228707	"+"
"chr1"	89788914	89790492	1579	"+"
"chr11"	64394342	64395831	1490	"-"
"chr1"	234527891	234531779	3889	"-"
"chr2"	43027853	43039547	11695	"-"
"chr2"	206115547	206122323	6777	"+"
"chr10"	97401115	97419524	18410	"+"
"chr7"	158027373	158031128	3756	"+"
"chr2"	5932687	6001275	68589	"+"
"chr10"	89283765	89292125	8361	"+"
"chr20"	36148726	36155760	7035	"-"
"chr1"	218344196	218345678	1483	"-"
"chr21"	32306464	32308737	2274	"-"
"chr2"	199867396	199911159	43764	"-"
"chr20"	62663019	62666724	3706	"-"
"chr1"	110943467	110952848	9382	"+"
"chr21"	14746762	14753863	7102	"-"
"chr10"	132943967	132965289	21323	"-"
"chr2"	95807118	95816215	9098	"-"
"chr2"	38073447	38231651	158205	"+"
"chr7"	101562779	101569006	6228	"-"
"chr17"	45238028	45241734	3707	"-"
"chr17"	7581964	7584072	2109	"-"
"chr10"	3486894	3502838	15945	"-"
"chr6"	146841901	147204614	362714	"-"
"chr20"	43190101	43202599	12499	"+"
"chr7"	28987028	28988899	1872	"+"
"chr1"	2013213	2015530	2318	"-"
"chr6"	31999976	32003521	3546	"-"
"chrX"	63349646	63352178	2533	"+"
"chr6"	72630495	72678558	48064	"+"
"chr9"	129332300	129359538	27239	"+"
"chr11"	1571353	1599184	27832	"+"
"chr9"	135245696	135252708	7013	"-"
"chr20"	18674395	18698709	24315	"-"
"chr13"	25172828	25180079	7252	"-"
"chr9"	122609915	122639685	29771	"+"
"chrX"	91414878	91434999	20122	"-"
"chr17"	5111468	5115004	3537	"+"
"chr2"	2895048	3126026	230979	"-"
"chr19"	12195015	12237767	42753	"+"
"chr17"	72034107	72237203	203097	"-"
"chr9"	134054290	134058805	4516	"+"
"chr9"	83972233	83975777	3545	"+"
"chr12"	123252030	123261483	9454	"-"
"chrX"	63343227	63561071	217845	"-"
"chr6"	15247815	15248634	820	"-"
"chr22"	41209122	41217627	8506	"-"
"chr2"	104433267	104520832	87566	"+"
"chr6"	145799409	145886585	87177	"+"
"chr14"	95157645	95179933	22289	"+"
"chr2"	215611563	215843722	232160	"-"
"chr1"	116164284	116166241	1958	"+"
"chrX"	1401769	1414028	12260	"+"
"chr1"	32987075	33032469	45395	"+"
"chr2"	165957399	166301784	344386	"+"
"chr1"	82973882	82986208	12327	"-"
"chr12"	72253508	72274907	21400	"-"
"chr2"	227221052	227325201	104150	"-"
"chr3"	198153287	198222513	69227	"+"
"chr7"	33793168	33803156	9989	"-"
"chr6"	124909093	124963039	53947	"-"
"chr6"	165754189	165775780	21592	"+"
"chr5"	142745600	142760998	15399	"+"
"chr2"	3131581	3145780	14200	"-"
"chr2"	162159762	162173223	13462	"+"
"chr9"	123109494	123115477	5984	"-"
"chr15"	38069481	38072959	3479	"-"
"chr9"	6645956	6670635	24680	"+"
"chr10"	31206278	31320447	114170	"-"
"chr6"	75357214	75399300	42087	"+"
"chr21"	42009194	42024924	15731	"+"
"chr10"	61452639	61481956	29318	"+"
"chr12"	9240003	9257960	17958	"+"
"chr1"	229319403	229323087	3685	"+"
"chr10"	71217224	71218228	1005	"-"
"chr22"	18970514	18994628	24115	"+"
"chr2"	2834264	2838391	4128	"-"
"chr2"	74385486	74393882	8397	"+"
"chr22"	37352190	37354839	2650	"-"
"chr2"	73947642	73981441	33800	"-"
"chr10"	6580419	6616452	36034	"+"
"chr10"	58999626	59001543	1918	"+"
"chrX"	149511509	149526264	14756	"-"
"chr2"	199608068	199659132	51065	"+"
"chr3"	136841726	136862054	20329	"-"
"chrX"	102884414	102906158	21745	"+"
"chr3"	129591349	129591635	287	"+"
"chr2"	220105656	220450778	345123	"+"
"chr7"	151877042	151879223	2182	"+"
"chr3"	147940004	148006755	66752	"+"
"chr7"	128455937	128469197	13261	"+"
"chr11"	2129121	2129964	844	"-"
"chr1"	34975699	34978706	3008	"-"
"chr3"	64561322	64592757	31436	"+"
"chr7"	123994622	124027659	33038	"+"
"chr9"	35049271	35049563	293	"+"
"chr3"	142960650	143001559	40910	"+"
"chr3"	64684909	65053439	368531	"+"
"chrX"	149527591	149540959	13369	"-"
"chr3"	71570255	71574457	4203	"-"
"chr7"	150433654	150448140	14487	"+"
"chr7"	124032205	124395118	362914	"+"
"chr4"	652850	656213	3364	"-"
"chr3"	106836811	107240641	403831	"-"
"chr3"	149976755	149979355	2601	"+"
"chr3"	180989762	181836880	847119	"+"
"chr3"	154024401	154121332	96932	"-"
"chr3"	107240692	107326964	86273	"+"
"chr22"	37339583	37427445	87863	"-"
"chr3"	159909382	160225299	315918	"-"
"chr14"	19268853	19337730	68878	"-"
"chr3"	142465315	142472337	7023	"-"
"chr7"	141652381	141656810	4430	"-"
"chr5"	140072857	140108630	35774	"-"
"chr8"	124462485	124474576	12092	"-"
"chr4"	104490965	104697592	206628	"+"
"chr5"	88507546	88691041	183496	"-"
"chr15"	69463026	69843120	380095	"+"
"chr5"	159100483	159117478	16996	"+"
"chr5"	127940426	128083172	142747	"-"
"chr8"	6403551	6407142	3592	"-"
"chr11"	9758292	9811335	53044	"+"
"chr12"	89010681	89019679	8999	"-"
"chr4"	88284942	88331421	46480	"+"
"chr16"	56092987	56191094	98108	"-"
"chr11"	121447331	121453013	5683	"-"
"chr5"	111512226	111739726	227501	"+"
"chr16"	66408524	66412135	3612	"+"
"chr12"	93542463	93571768	29306	"-"
"chr8"	103156990	103298772	141783	"-"
"chr11"	565660	568457	2798	"-"
"chr11"	10858259	10906802	48544	"+"
"chr8"	142981738	143018437	36700	"-"
"chr13"	95648733	95676925	28193	"-"
"chr5"	8450743	8463095	12353	"+"
"chr5"	81204084	81301560	97477	"-"
"chr12"	27547050	27552773	5724	"-"
"chr5"	181261212	181272307	11096	"+"
"chr5"	57574027	57614341	40315	"+"
"chr5"	88883328	89466398	583071	"+"
"chr5"	17404019	17441694	37676	"+"
"chr5"	61658474	61698432	39959	"-"
"chr12"	119387987	119668079	280093	"-"
"chr5"	74369376	74536976	167601	"-"
"chr4"	144642922	144661357	18436	"-"
"chr4"	175790307	175812189	21883	"+"
"chr4"	78971748	79308798	337051	"+"
"chr4"	39528019	39594707	66689	"+"
"chr5"	152618965	153223543	604579	"-"
"chr4"	112515385	112546881	31497	"+"
"chr5"	149406689	149432835	26147	"+"
"chr4"	2934899	2961738	26840	"+"
"chr5"	31754219	31754656	438	"+"
"chr12"	137411	149169	11759	"-"
"chr5"	159310745	159805536	494792	"+"
"chr5"	38710367	38845829	135463	"-"
"chr5"	73213947	73294934	80988	"+"
"chr12"	8788257	8795789	7533	"+"
"chr8"	127794533	128101253	306721	"+"
"chr4"	28435449	28600275	164827	"+"
"chr5"	149063317	149109787	46471	"+"
"chr17"	50556207	50562108	5902	"-"
"chr5"	31747644	31748078	435	"-"
"chr5"	8839732	8881525	41794	"+"
"chr5"	88692645	88693972	1328	"-"
"chr5"	71351855	71446342	94488	"-"
"chr11"	68870664	68874542	3879	"+"
"chr4"	145497073	145502971	5899	"-"
"chr3"	131325092	131381475	56384	"-"
"chr4"	33850591	33979936	129346	"+"
"chr12"	54126098	54142493	16396	"+"
"chr12"	3296202	3366122	69921	"-"
"chr15"	82750564	82757206	6643	"+"
"chr4"	82893009	82900960	7952	"-"
"chr5"	145222610	145228982	6373	"-"
"chr8"	22540845	22545405	4561	"-"
"chr5"	44744900	44808777	63878	"-"
"chr7"	78939850	78940895	1046	"+"
"chr8"	60384588	60516795	132208	"-"
"chr4"	128292751	128519394	226644	"+"
"chr4"	78645903	78682699	36797	"+"
"chr4"	8066528	8067724	1197	"+"
"chr4"	143559457	144188367	628911	"+"
"chr14"	105416884	105419739	2856	"-"
"chr2"	161424015	161428774	4760	"+"
"chr4"	137545731	137603430	57700	"+"
"chr5"	129500361	129905917	405557	"-"
"chr9"	126408041	126408410	370	"-"
"chr18"	3593732	3598352	4621	"+"
"chr10"	11316834	11319884	3051	"-"
"chr22"	41831215	41834665	3451	"-"
"chr21"	32572238	32575881	3644	"-"
"chr7"	39733632	39793092	59461	"+"
"chr12"	131165011	131212931	47921	"+"
"chr22"	47621043	47631569	10527	"-"
"chr5"	17130028	17217047	87020	"-"
"chr10"	87203875	87342612	138738	"-"
"chr9"	96019724	96027993	8270	"-"
"chr6"	26521709	26527404	5696	"+"
"chr21"	23361104	23384861	23758	"-"
"chr1"	95510116	95782342	272227	"+"
"chr2"	27061038	27061815	778	"+"
"chr2"	95807118	95816215	9098	"-"
"chr2"	227221052	227325201	104150	"-"
"chrX"	149511509	149526264	14756	"-"
"chr8"	41534155	41578368	44214	"-"
"chr8"	125040684	125044989	4306	"+"
"chr8"	9900064	9905366	5303	"-"
"chr8"	41660991	41665566	4576	"+"
"chr5"	172690454	172697720	7267	"-"
"chr8"	10474565	10481974	7410	"+"
"chr8"	110937690	111027433	89744	"-"
"chr8"	138063268	138073240	9973	"+"
"chr8"	21023296	21029058	5763	"+"
"chr8"	65527008	65562780	35773	"-"
"chr8"	20952645	20973877	21233	"-"
"chr8"	64574306	64581888	7583	"-"
"chr8"	1246789	1248760	1972	"-"
"chr8"	20941428	20950175	8748	"+"
"chr8"	52150820	52154892	4073	"+"
"chr8"	137852327	137929044	76718	"+"
"chr11"	66409158	66417137	7980	"+"
"chr8"	106270144	106272899	2756	"+"
"chr11"	19510890	19519896	9007	"-"
"chr11"	45215815	45235292	19478	"-"
"chr11"	71448674	71452157	3484	"+"
"chr11"	27471729	27482433	10705	"+"
"chr11"	133360029	133366080	6052	"-"
"chr10"	47517816	47553514	35699	"-"
"chr11"	118994824	118998004	3181	"-"
"chr11"	113278437	113314437	36001	"-"
"chr8"	144495458	144505444	9987	"-"
"chr8"	38421889	38426096	4208	"+"
"chr11"	122028327	122556721	528395	"-"
"chr8"	11107788	11109726	1939	"-"
"chr8"	47190772	47193262	2491	"+"
"chr11"	86892214	86925037	32824	"-"
"chr11"	134436473	134505661	69189	"+"
"chr15"	89361579	89398487	36909	"+"
"chr12"	34191279	34218853	27575	"-"
"chr12"	64883394	64990607	107214	"+"
"chr12"	31589923	31615666	25744	"+"
"chr11"	61496440	61500076	3637	"+"
"chr11"	69425690	69429621	3932	"+"
"chr14"	104681146	104684932	3787	"+"
"chr12"	129521303	129522763	1461	"-"
"chr11"	60918469	60925397	6929	"-"
"chr11"	104445868	104609321	163454	"-"
"chr11"	64081690	64087175	5486	"+"
"chr12"	166856	182399	15544	"-"
"chr12"	132277349	132280900	3552	"+"
"chr15"	29674990	29680957	5968	"+"
"chr12"	132275391	132278329	2939	"+"
"chr16"	89046172	89052965	6794	"-"
"chr11"	64291722	64304769	13048	"+"
"chr12"	116977442	116987337	9896	"-"
"chr14"	58265365	58298134	32770	"-"
"chr12"	45481871	45610620	128750	"-"
"chr12"	57931528	57936175	4648	"-"
"chr12"	38906451	38909592	3142	"+"
"chr14"	25647304	26143305	496002	"-"
"chr12"	70468080	70543040	74961	"+"
"chr12"	48995150	48996334	1185	"+"
"chr12"	93836167	93838038	1872	"+"
"chr12"	112063909	112065755	1847	"+"
"chr14"	100836269	100947194	110926	"+"
"chr14"	79199982	79201632	1651	"+"
"chr14"	100291117	100294656	3540	"+"
"chr14"	20451305	20451918	614	"+"
"chr14"	32074946	32076793	1848	"-"
"chr14"	23561097	23568073	6977	"+"
"chr14"	104653548	104655787	2240	"-"
"chr14"	88551597	88552493	897	"+"
"chr14"	36214607	36235608	21002	"+"
"chr14"	87353070	87573022	219953	"-"
"chr14"	61537508	61545287	7780	"-"
"chr14"	38749339	38948273	198935	"-"
"chr14"	75423683	75427741	4059	"-"
"chr15"	81324377	81518200	193824	"+"
"chr20"	50930984	50945134	14151	"+"
"chr15"	48645951	48652016	6066	"+"
"chr7"	39947522	39949755	2234	"-"
"chr7"	130481491	130484392	2902	"-"
"chr15"	56394321	56396785	2465	"-"
"chr18"	31685655	31686823	1169	"+"
"chr17"	27929548	27974223	44676	"-"
"chr1"	1249777	1251334	1558	"-"
"chr11"	17380649	17383531	2883	"+"
"chr11"	65568482	65570423	1942	"-"
"chr8"	29352420	29353170	751	"-"
"chr4"	40166675	40167831	1157	"+"
"chr15"	83022571	83090782	68212	"+"
"chr3"	124723788	124726325	2538	"+"
"chr15"	20729747	20756183	26437	"-"
"chr9"	27937617	27944497	6881	"-"
"chr6"	22134957	22147193	12237	"-"
"chr10"	103877374	103879761	2388	"-"
"chr10"	99621055	99621918	864	"+"
"chr16"	23670011	23675499	5489	"+"
"chr5"	10195121	10197628	2508	"-"
"chr4"	112229561	112231596	2036	"-"
"chr18"	36179996	36187448	7453	"-"
"chr17"	82293716	82294910	1195	"+"
"chr16"	23061406	23064173	2768	"-"
"chr18"	67481791	67484966	3176	"-"
"chr5"	151652275	151655449	3175	"+"
"chr16"	88663298	88687186	23889	"+"
"chr4"	98658904	98664550	5647	"+"
"chr16"	72425948	72533892	107945	"+"
"chr16"	2268155	2273418	5264	"+"
"chr16"	83721119	83772936	51818	"-"
"chr1"	212557833	212559731	1899	"-"
"chr8"	72947150	72950445	3296	"+"
"chr16"	30919319	30923269	3951	"-"
"chr16"	80828735	80892595	63861	"-"
"chr15"	72782835	72798199	15365	"+"
"chr9"	19453209	19455173	1965	"+"
"chr10"	112823490	112827726	4237	"+"
"chr4"	47431960	47438959	7000	"+"
"chr9"	33697459	33700986	3528	"+"
"chr8"	38062881	38063791	911	"+"
"chr8"	22679013	22684009	4997	"-"
"chr8"	142620373	142621064	692	"+"
"chr3"	146059585	146061679	2095	"-"
"chr16"	81030770	81031485	716	"+"
"chr8"	101166805	101169629	2825	"-"
"chr11"	107312132	107316271	4140	"-"
"chr4"	24659856	24671568	11713	"+"
"chr3"	131455126	131458598	3473	"-"
"chr16"	46973989	46978983	4995	"+"
"chr22"	26512537	26514568	2032	"+"
"chr16"	56940278	56941342	1065	"+"
"chr3"	97759523	97761532	2010	"+"
"chr16"	47849314	47887130	37817	"-"
"chr11"	29980113	29982392	2280	"-"
"chr19"	2727743	2729327	1585	"-"
"chr16"	19065991	19066694	704	"+"
"chr16"	67549214	67563958	14745	"-"
"chr9"	19926094	19929937	3844	"+"
"chr16"	30183505	30184957	1453	"-"
"chr2"	222566899	222569719	2821	"-"
"chr7"	152463786	152465549	1764	"+"
"chr15"	28719377	28738431	19055	"-"
"chr16"	30948386	30956511	8126	"+"
"chr18"	4264602	4295405	30804	"+"
"chr19"	1874871	1876169	1299	"-"
"chr9"	121815674	121819452	3779	"-"
"chr15"	74152800	74179226	26427	"-"
"chr16"	689001	692554	3554	"+"
"chr22"	36560870	36562915	2046	"-"
"chr9"	21394888	21396346	1459	"-"
"chr1"	149844498	149850937	6440	"-"
"chr18"	5748819	5876328	127510	"+"
"chr16"	19119976	19121629	1654	"-"
"chr3"	44117299	44122365	5067	"+"
"chr12"	273954	277123	3170	"-"
"chr19"	27684580	27793940	109361	"-"
"chr2"	231052040	231052637	598	"+"
"chr17"	47169826	47171049	1224	"+"
"chr17"	80966239	80971213	4975	"-"
"chr16"	55538200	55542027	3828	"+"
"chr18"	3603000	3608336	5337	"+"
"chr17"	19063346	19064136	791	"-"
"chr16"	14009280	14016016	6737	"-"
"chr17"	19112000	19112636	637	"-"
"chr17"	80200673	80205949	5277	"-"
"chr17"	19719059	19722428	3370	"+"
"chr17"	80351828	80415168	63341	"-"
"chr16"	3110460	3134882	24423	"-"
"chr17"	5240508	5241543	1036	"-"
"chr18"	14195	16898	2704	"-"
"chr4"	16226685	16320140	93456	"+"
"chr17"	48045141	48048073	2933	"-"
"chr17"	29863402	29866092	2691	"+"
"chr18"	31131456	31132494	1039	"+"
"chr18"	3962353	4013943	51591	"+"
"chr17"	31873926	31886666	12741	"+"
"chr1"	149861271	149862504	1234	"+"
"chr18"	74591774	74598508	6735	"-"
"chr18"	7814118	7815730	1613	"+"
"chr17"	33680577	33680883	307	"+"
"chr18"	6256747	6260934	4188	"+"
"chr17"	73513469	73521407	7939	"+"
"chr17"	33627027	33635057	8031	"+"
"chr17"	28670054	28672804	2751	"-"
"chr17"	32509954	32523424	13471	"-"
"chr17"	32529008	32530049	1042	"-"
"chr17"	82153430	82154815	1386	"+"
"chr17"	33688803	33689174	372	"+"
"chr17"	33534110	33541339	7230	"+"
"chr17"	62699244	62737922	38679	"+"
"chr17"	34118347	34118882	536	"-"
"chr17"	74747319	74748912	1594	"-"
"chr18"	76615212	76625940	10729	"+"
"chr17"	30959564	30959850	287	"+"
"chr18"	5381641	5385330	3690	"-"
"chr17"	18172625	18184753	12129	"-"
"chr19"	43996896	44002836	5941	"-"
"chr19"	11010917	11016011	5095	"-"
"chr17"	68413623	68524949	111327	"+"
"chr17"	45190931	45222222	31292	"-"
"chr17"	61393456	61411555	18100	"-"
"chr19"	33302857	33305054	2198	"+"
"chr18"	44676927	44679717	2791	"-"
"chr17"	51336715	51445802	109088	"+"
"chr19"	14458401	14459366	966	"+"
"chr17"	69477139	69501755	24617	"-"
"chr17"	68189884	68192802	2919	"+"
"chr19"	2641838	2643853	2016	"-"
"chr17"	75876372	75879546	3175	"+"
"chr19"	54438665	54439544	880	"-"
"chr19"	58357999	58359603	1605	"+"
"chr19"	21554640	21569237	14598	"-"
"chr19"	57304305	57308562	4258	"+"
"chr6"	160003291	160007664	4374	"-"
"chr19"	46027654	46030161	2508	"+"
"chr19"	21483374	21503238	19865	"+"
"chr19"	50480119	50483351	3233	"-"
"chr19"	46320197	46340004	19808	"-"
"chr11"	62786023	62786785	763	"-"
"chr13"	113009671	113010319	649	"+"
"chr19"	8374373	8390685	16313	"-"
"chr19"	23927788	23929287	1500	"+"
"chr19"	4791745	4795559	3815	"-"
"chr19"	18881680	18883376	1697	"+"
"chr4"	118278709	118279823	1115	"+"
"chr1"	2350414	2352820	2407	"-"
"chr16"	2561471	2565096	3626	"-"
"chr1"	31851913	31921841	69929	"-"
"chr18"	46756487	46764408	7922	"+"
"chr15"	100547765	100550153	2389	"-"
"chr21"	16417139	16419080	1942	"-"
"chr7"	141662922	141663846	925	"-"
"chr12"	118375350	118376275	926	"-"
"chr6"	3751111	3753871	2761	"+"
"chr3"	71584943	71587409	2467	"+"
"chr4"	151139991	151141103	1113	"+"
"chr3"	188151206	188154057	2852	"-"
"chr16"	73060245	73062316	2072	"+"
"chr10"	11679675	11680514	840	"+"
"chr9"	99355337	99377240	21904	"-"
"chr9"	95494924	95495379	456	"+"
"chr12"	89367807	89369301	1495	"+"
"chrX"	74209976	74213660	3685	"-"
"chr19"	8222153	8239648	17496	"-"
"chr8"	6615604	6617198	1595	"-"
"chr6"	27404010	27406964	2955	"-"
"chr3"	50365334	50368197	2864	"+"
"chr8"	141434545	141437954	3410	"+"
"chr5"	10195187	10197622	2436	"-"
"chr8"	122780760	122781071	312	"+"
"chr5"	32174471	32175272	802	"+"
"chr5"	122311297	122311673	377	"-"
"chr8"	24912165	24914717	2553	"-"
"chr6"	21664772	22368328	703557	"+"
"chr6"	4018713	4019202	490	"+"
"chr8"	97132835	97133379	545	"-"
"chr8"	98436669	98439290	2622	"+"
"chr5"	44826076	44828592	2517	"+"
"chr8"	30197404	30198048	645	"+"
"chr5"	53880293	53881051	759	"-"
"chr1"	65003470	65004087	618	"-"
"chr8"	94884609	94885070	462	"+"
"chr6"	57855891	57856468	578	"-"
"chr7"	45769105	45815263	46159	"+"
"chr7"	105571083	105573660	2578	"+"
"chr1"	159854870	159867685	12816	"+"
"chr2"	74832655	74833987	1333	"-"
"chr10"	86965345	86971311	5967	"-"
"chr7"	100336104	100367831	31728	"+"
"chr2"	127625997	127626848	852	"-"
"chr4"	173363780	173370446	6667	"-"
"chr7"	7552462	7566996	14535	"-"
"chr10"	102642792	102644140	1349	"-"
"chr22"	25434324	25435070	747	"-"
"chr2"	221572506	221574454	1949	"+"
"chr22"	23856427	23857039	613	"-"
"chr22"	25476218	25479971	3754	"+"
"chr10"	38137337	38144399	7063	"+"
"chr2"	105334027	105337475	3449	"-"
"chr10"	3065424	3066001	578	"-"
"chr1"	110963302	110964649	1348	"+"
"chr22"	18970525	19031242	60718	"+"
"chr3"	122886941	122892416	5476	"+"
"chr7"	5428731	5429672	942	"+"
"chr1"	186680622	186681446	825	"+"
"chr13"	45340039	45341183	1145	"+"
"chr7"	879790	886547	6758	"-"
"chr4"	82344876	82345540	665	"-"
"chr1"	167457742	167459891	2150	"-"
"chr2"	202032770	202033537	768	"-"
"chr9"	19375451	19375996	546	"+"
"chr22"	50199090	50200837	1748	"-"
"chr7"	128524016	128531069	7054	"-"
"chr22"	45262273	45263585	1313	"-"
"chr2"	225698514	225703654	5141	"+"
"chr3"	99802699	99806058	3360	"-"
"chr11"	127271029	127337033	66005	"+"
"chr1"	1062208	1063288	1081	"-"
"chr7"	131493964	131497694	3731	"-"
"chr22"	17787652	17811497	23846	"-"
"chr1"	15834474	15848147	13674	"-"
"chr7"	87325225	87345515	20291	"-"
"chr17"	1711493	1717174	5682	"-"
"chr12"	126726270	126746252	19983	"+"
"chr12"	116533422	116536518	3097	"+"
"chr1"	210231456	210234047	2592	"-"
"chr6"	85660950	85678748	17799	"-"
"chr12"	131165011	131212931	47921	"+"
"chr6"	57946074	57961501	15428	"-"
"chr1"	16618253	16657232	38980	"-"
"chr20"	62732566	62735347	2782	"-"
"chr3"	40313802	40453329	139528	"-"
"chr2"	134735464	134918710	183247	"-"
"chr15"	24978583	25419462	440880	"+"
"chr1"	94613814	94855426	241613	"-"
"chr13"	112107119	112108015	897	"+"
"chr22"	47631674	47855600	223927	"+"
"chr22"	34208141	34209262	1122	"-"
"chr10"	44811024	44959689	148666	"-"
"chr7"	124929873	125179315	249443	"+"
"chr21"	14027421	14144468	117048	"+"
"chr10"	87342736	87357882	15147	"+"
"chr10"	628638	631255	2618	"+"
"chr6"	108123515	108159392	35878	"+"
"chr10"	79663088	79826594	163507	"-"
"chr21"	42733594	42741758	8165	"-"
"chr22"	26646428	26676475	30048	"+"
"chr1"	95163219	95233982	70764	"-"
"chr1"	47225797	47230750	4954	"+"
"chr21"	41141493	41148133	6641	"-"
"chr19"	54444813	54449045	4233	"-"
"chr21"	14761710	14763090	1381	"-"
"chr1"	64972225	65002489	30265	"-"
"chr21"	44921051	44929678	8628	"+"
"chr18"	51346249	51643939	297691	"+"
