chr7	35715034	35734887
chr7	89882353	90211635
chr10	99927010	99958381
chr5	55995167	56003649
chr1	57386576	57387450
chr9	135204722	135237597
chr1	154402328	154406564
chr1	230002730	230007162
chr7	88219359	88304367
chr2	6912277	6918709
chr6	26521709	26527404
chrX	71183559	71198175
chr9	136803927	136808848
chr21	23361104	23384861
chr6	31053450	31059890
chr13	45350323	45351350
chr1	95510116	95782342
chr9	95113708	95114461
chr2	27061038	27061815
chr7	143407813	143523449
chr7	66526088	66592397
chr1	248484245	248485484
chr11	1763009	1763749
chr13	112106095	112106882
chr7	16210488	16270604
chr6	32032713	32036258
chr10	117473215	117545068
chr17	81514047	81527776
chr6	12007670	12008856
chr1	198807493	198937429
chr20	24199767	24224588
chr6	3182744	3195756
chr20	23187961	23190307
chr7	1570073	1589626
chrX	73946555	74293574
chr2	96307263	96321731
chr1	121360156	121398806
chr22	45000565	45003619
chr6	133088080	133106578
chr1	155195004	155205495
chr4	38612701	38664883
chr2	39436637	39665343
chr1	89788914	89790492
chr11	64394342	64395831
chr1	234527891	234531779
chr2	43027853	43039547
chr2	206115547	206122323
chr10	97401115	97419524
chr7	158027373	158031128
chr2	5932687	6001275
chr10	89283765	89292125
chr20	36148726	36155760
chr1	218344196	218345678
chr21	32306464	32308737
chr2	199867396	199911159
chr20	62663019	62666724
chr1	110943467	110952848
chr21	14746762	14753863
chr10	132943967	132965289
chr2	95807118	95816215
chr2	38073447	38231651
chr7	101562779	101569006
chr17	45238028	45241734
chr17	7581964	7584072
chr10	3486894	3502838
chr6	146841901	147204614
chr20	43190101	43202599
chr7	28987028	28988899
chr1	2013213	2015530
chr6	31999976	32003521
chrX	63349646	63352178
chr6	72630495	72678558
chr9	129332300	129359538
chr11	1571353	1599184
chr9	135245696	135252708
chr20	18674395	18698709
chr13	25172828	25180079
chr9	122609915	122639685
chrX	91414878	91434999
chr17	5111468	5115004
chr2	2895048	3126026
chr19	12195015	12237767
chr17	72034107	72237203
chr9	134054290	134058805
chr9	83972233	83975777
chr12	123252030	123261483
chrX	63343227	63561071
chr6	15247815	15248634
chr22	41209122	41217627
chr2	104433267	104520832
chr6	145799409	145886585
chr14	95157645	95179933
chr2	215611563	215843722
chr1	116164284	116166241
chrX	1401769	1414028
chr1	32987075	33032469
chr2	165957399	166301784
chr1	82973882	82986208
chr12	72253508	72274907
chr2	227221052	227325201
chr3	198153287	198222513
chr7	33793168	33803156
chr6	124909093	124963039
chr6	165754189	165775780
chr5	142745600	142760998
chr2	3131581	3145780
chr2	162159762	162173223
chr9	123109494	123115477
chr15	38069481	38072959
chr9	6645956	6670635
chr10	31206278	31320447
chr6	75357214	75399300
chr21	42009194	42024924
chr10	61452639	61481956
chr12	9240003	9257960
chr1	229319403	229323087
chr10	71217224	71218228
chr22	18970514	18994628
chr2	2834264	2838391
chr2	74385486	74393882
chr22	37352190	37354839
chr2	73947642	73981441
chr10	6580419	6616452
chr10	58999626	59001543
chrX	149511509	149526264
chr2	199608068	199659132
chr3	136841726	136862054
chrX	102884414	102906158
chr3	129591349	129591635
chr2	220105656	220450778
chr7	151877042	151879223
chr3	147940004	148006755
chr7	128455937	128469197
chr11	2129121	2129964
chr1	34975699	34978706
chr3	64561322	64592757
chr7	123994622	124027659
chr9	35049271	35049563
chr3	142960650	143001559
chr3	64684909	65053439
chrX	149527591	149540959
chr3	71570255	71574457
chr7	150433654	150448140
chr7	124032205	124395118
chr4	652850	656213
chr3	106836811	107240641
chr3	149976755	149979355
chr3	180989762	181836880
chr3	154024401	154121332
chr3	107240692	107326964
chr22	37339583	37427445
chr3	159909382	160225299
chr14	19268853	19337730
chr3	142465315	142472337
chr7	141652381	141656810
chr5	140072857	140108630
chr8	124462485	124474576
chr4	104490965	104697592
chr5	88507546	88691041
chr15	69463026	69843120
chr5	159100483	159117478
chr5	127940426	128083172
chr8	6403551	6407142
chr11	9758292	9811335
chr12	89010681	89019679
chr4	88284942	88331421
chr16	56092987	56191094
chr11	121447331	121453013
chr5	111512226	111739726
chr16	66408524	66412135
chr12	93542463	93571768
chr8	103156990	103298772
chr11	565660	568457
chr11	10858259	10906802
chr8	142981738	143018437
chr13	95648733	95676925
chr5	8450743	8463095
chr5	81204084	81301560
chr12	27547050	27552773
chr5	181261212	181272307
chr5	57574027	57614341
chr5	88883328	89466398
chr5	17404019	17441694
chr5	61658474	61698432
chr12	119387987	119668079
chr5	74369376	74536976
chr4	144642922	144661357
chr4	175790307	175812189
chr4	78971748	79308798
chr4	39528019	39594707
chr5	152618965	153223543
chr4	112515385	112546881
chr5	149406689	149432835
chr4	2934899	2961738
chr5	31754219	31754656
chr12	137411	149169
chr5	159310745	159805536
chr5	38710367	38845829
chr5	73213947	73294934
chr12	8788257	8795789
chr8	127794533	128101253
chr4	28435449	28600275
chr5	149063317	149109787
chr17	50556207	50562108
chr5	31747644	31748078
chr5	8839732	8881525
chr5	88692645	88693972
chr5	71351855	71446342
chr11	68870664	68874542
chr4	145497073	145502971
chr3	131325092	131381475
chr4	33850591	33979936
chr12	54126098	54142493
chr12	3296202	3366122
chr15	82750564	82757206
chr4	82893009	82900960
chr5	145222610	145228982
chr8	22540845	22545405
chr5	44744900	44808777
chr7	78939850	78940895
chr8	60384588	60516795
chr4	128292751	128519394
chr4	78645903	78682699
chr4	8066528	8067724
chr4	143559457	144188367
chr14	105416884	105419739
chr2	161424015	161428774
chr4	137545731	137603430
chr5	129500361	129905917
chr9	126408041	126408410
chr18	3593732	3598352
chr10	11316834	11319884
chr22	41831215	41834665
chr21	32572238	32575881
chr7	39733632	39793092
chr12	131165011	131212931
chr22	47621043	47631569
chr5	17130028	17217047
chr10	87203875	87342612
chr9	96019724	96027993
chr6	26521709	26527404
chr21	23361104	23384861
chr1	95510116	95782342
chr2	27061038	27061815
chr2	95807118	95816215
chr2	227221052	227325201
chrX	149511509	149526264
chr8	41534155	41578368
chr8	125040684	125044989
chr8	9900064	9905366
chr8	41660991	41665566
chr5	172690454	172697720
chr8	10474565	10481974
chr8	110937690	111027433
chr8	138063268	138073240
chr8	21023296	21029058
chr8	65527008	65562780
chr8	20952645	20973877
chr8	64574306	64581888
chr8	1246789	1248760
chr8	20941428	20950175
chr8	52150820	52154892
chr8	137852327	137929044
chr11	66409158	66417137
chr8	106270144	106272899
chr11	19510890	19519896
chr11	45215815	45235292
chr11	71448674	71452157
chr11	27471729	27482433
chr11	133360029	133366080
chr10	47517816	47553514
chr11	118994824	118998004
chr11	113278437	113314437
chr8	144495458	144505444
chr8	38421889	38426096
chr11	122028327	122556721
chr8	11107788	11109726
chr8	47190772	47193262
chr11	86892214	86925037
chr11	134436473	134505661
chr15	89361579	89398487
chr12	34191279	34218853
chr12	64883394	64990607
chr12	31589923	31615666
chr11	61496440	61500076
chr11	69425690	69429621
chr14	104681146	104684932
chr12	129521303	129522763
chr11	60918469	60925397
chr11	104445868	104609321
chr11	64081690	64087175
chr12	166856	182399
chr12	132277349	132280900
chr15	29674990	29680957
chr12	132275391	132278329
chr16	89046172	89052965
chr11	64291722	64304769
chr12	116977442	116987337
chr14	58265365	58298134
chr12	45481871	45610620
chr12	57931528	57936175
chr12	38906451	38909592
chr14	25647304	26143305
chr12	70468080	70543040
chr12	48995150	48996334
chr12	93836167	93838038
chr12	112063909	112065755
chr14	100836269	100947194
chr14	79199982	79201632
chr14	100291117	100294656
chr14	20451305	20451918
chr14	32074946	32076793
chr14	23561097	23568073
chr14	104653548	104655787
chr14	88551597	88552493
chr14	36214607	36235608
chr14	87353070	87573022
chr14	61537508	61545287
chr14	38749339	38948273
chr14	75423683	75427741
chr15	81324377	81518200
chr20	50930984	50945134
chr15	48645951	48652016
chr7	39947522	39949755
chr7	130481491	130484392
chr15	56394321	56396785
chr18	31685655	31686823
chr17	27929548	27974223
chr1	1249777	1251334
chr11	17380649	17383531
chr11	65568482	65570423
chr8	29352420	29353170
chr4	40166675	40167831
chr15	83022571	83090782
chr3	124723788	124726325
chr15	20729747	20756183
chr9	27937617	27944497
chr6	22134957	22147193
chr10	103877374	103879761
chr10	99621055	99621918
chr16	23670011	23675499
chr5	10195121	10197628
chr4	112229561	112231596
chr18	36179996	36187448
chr17	82293716	82294910
chr16	23061406	23064173
chr18	67481791	67484966
chr5	151652275	151655449
chr16	88663298	88687186
chr4	98658904	98664550
chr16	72425948	72533892
chr16	2268155	2273418
chr16	83721119	83772936
chr1	212557833	212559731
chr8	72947150	72950445
chr16	30919319	30923269
chr16	80828735	80892595
chr15	72782835	72798199
chr9	19453209	19455173
chr10	112823490	112827726
chr4	47431960	47438959
chr9	33697459	33700986
chr8	38062881	38063791
chr8	22679013	22684009
chr8	142620373	142621064
chr3	146059585	146061679
chr16	81030770	81031485
chr8	101166805	101169629
chr11	107312132	107316271
chr4	24659856	24671568
chr3	131455126	131458598
chr16	46973989	46978983
chr22	26512537	26514568
chr16	56940278	56941342
chr3	97759523	97761532
chr16	47849314	47887130
chr11	29980113	29982392
chr19	2727743	2729327
chr16	19065991	19066694
chr16	67549214	67563958
chr9	19926094	19929937
chr16	30183505	30184957
chr2	222566899	222569719
chr7	152463786	152465549
chr15	28719377	28738431
chr16	30948386	30956511
chr18	4264602	4295405
chr19	1874871	1876169
chr9	121815674	121819452
chr15	74152800	74179226
chr16	689001	692554
chr22	36560870	36562915
chr9	21394888	21396346
chr1	149844498	149850937
chr18	5748819	5876328
chr16	19119976	19121629
chr3	44117299	44122365
chr12	273954	277123
chr19	27684580	27793940
chr2	231052040	231052637
chr17	47169826	47171049
chr17	80966239	80971213
chr16	55538200	55542027
chr18	3603000	3608336
chr17	19063346	19064136
chr16	14009280	14016016
chr17	19112000	19112636
chr17	80200673	80205949
chr17	19719059	19722428
chr17	80351828	80415168
chr16	3110460	3134882
chr17	5240508	5241543
chr18	14195	16898
chr4	16226685	16320140
chr17	48045141	48048073
chr17	29863402	29866092
chr18	31131456	31132494
chr18	3962353	4013943
chr17	31873926	31886666
chr1	149861271	149862504
chr18	74591774	74598508
chr18	7814118	7815730
chr17	33680577	33680883
chr18	6256747	6260934
chr17	73513469	73521407
chr17	33627027	33635057
chr17	28670054	28672804
chr17	32509954	32523424
chr17	32529008	32530049
chr17	82153430	82154815
chr17	33688803	33689174
chr17	33534110	33541339
chr17	62699244	62737922
chr17	34118347	34118882
chr17	74747319	74748912
chr18	76615212	76625940
chr17	30959564	30959850
chr18	5381641	5385330
chr17	18172625	18184753
chr19	43996896	44002836
chr19	11010917	11016011
chr17	68413623	68524949
chr17	45190931	45222222
chr17	61393456	61411555
chr19	33302857	33305054
chr18	44676927	44679717
chr17	51336715	51445802
chr19	14458401	14459366
chr17	69477139	69501755
chr17	68189884	68192802
chr19	2641838	2643853
chr17	75876372	75879546
chr19	54438665	54439544
chr19	58357999	58359603
chr19	21554640	21569237
chr19	57304305	57308562
chr6	160003291	160007664
chr19	46027654	46030161
chr19	21483374	21503238
chr19	50480119	50483351
chr19	46320197	46340004
chr11	62786023	62786785
chr13	113009671	113010319
chr19	8374373	8390685
chr19	23927788	23929287
chr19	4791745	4795559
chr19	18881680	18883376
chr4	118278709	118279823
chr1	2350414	2352820
chr16	2561471	2565096
chr1	31851913	31921841
chr18	46756487	46764408
chr15	100547765	100550153
chr21	16417139	16419080
chr7	141662922	141663846
chr12	118375350	118376275
chr6	3751111	3753871
chr3	71584943	71587409
chr4	151139991	151141103
chr3	188151206	188154057
chr16	73060245	73062316
chr10	11679675	11680514
chr9	99355337	99377240
chr9	95494924	95495379
chr12	89367807	89369301
chrX	74209976	74213660
chr19	8222153	8239648
chr8	6615604	6617198
chr6	27404010	27406964
chr3	50365334	50368197
chr8	141434545	141437954
chr5	10195187	10197622
chr8	122780760	122781071
chr5	32174471	32175272
chr5	122311297	122311673
chr8	24912165	24914717
chr6	21664772	22368328
chr6	4018713	4019202
chr8	97132835	97133379
chr8	98436669	98439290
chr5	44826076	44828592
chr8	30197404	30198048
chr5	53880293	53881051
chr1	65003470	65004087
chr8	94884609	94885070
chr6	57855891	57856468
chr7	45769105	45815263
chr7	105571083	105573660
chr1	159854870	159867685
chr2	74832655	74833987
chr10	86965345	86971311
chr7	100336104	100367831
chr2	127625997	127626848
chr4	173363780	173370446
chr7	7552462	7566996
chr10	102642792	102644140
chr22	25434324	25435070
chr2	221572506	221574454
chr22	23856427	23857039
chr22	25476218	25479971
chr10	38137337	38144399
chr2	105334027	105337475
chr10	3065424	3066001
chr1	110963302	110964649
chr22	18970525	19031242
chr3	122886941	122892416
chr7	5428731	5429672
chr1	186680622	186681446
chr13	45340039	45341183
chr7	879790	886547
chr4	82344876	82345540
chr1	167457742	167459891
chr2	202032770	202033537
chr9	19375451	19375996
chr22	50199090	50200837
chr7	128524016	128531069
chr22	45262273	45263585
chr2	225698514	225703654
chr3	99802699	99806058
chr11	127271029	127337033
chr1	1062208	1063288
chr7	131493964	131497694
chr22	17787652	17811497
chr1	15834474	15848147
chr7	87325225	87345515
chr17	1711493	1717174
chr12	126726270	126746252
chr12	116533422	116536518
chr1	210231456	210234047
chr6	85660950	85678748
chr12	131165011	131212931
chr6	57946074	57961501
chr1	16618253	16657232
chr20	62732566	62735347
chr3	40313802	40453329
chr2	134735464	134918710
chr15	24978583	25419462
chr1	94613814	94855426
chr13	112107119	112108015
chr22	47631674	47855600
chr22	34208141	34209262
chr10	44811024	44959689
chr7	124929873	125179315
chr21	14027421	14144468
chr10	87342736	87357882
chr10	628638	631255
chr6	108123515	108159392
chr10	79663088	79826594
chr21	42733594	42741758
chr22	26646428	26676475
chr1	95163219	95233982
chr1	47225797	47230750
chr21	41141493	41148133
chr19	54444813	54449045
chr21	14761710	14763090
chr1	64972225	65002489
chr21	44921051	44929678
chr18	51346249	51643939
chr6	164827750	164831630
chr6	113868013	113873351
chr7	35715034	35734887
chr9	135204722	135237597
chr1	230002730	230007162
chr7	88219359	88304367
chr2	6912277	6918709
chrX	71183559	71198175
chr1	95510116	95782342
chr7	66526088	66592397
chr6	32032713	32036258
chr1	198807493	198937429
chr20	24199767	24224588
chr7	1570073	1589626
chr5	149494314	149504670
chr2	97416165	97433527
chr2	96307263	96321731
chr4	38612701	38664883
chr2	39436637	39665343
chr11	64394342	64395831
chr1	234527891	234531779
chr2	5932687	6001275
chr10	89283765	89292125
chr21	32306464	32308737
chr21	14746762	14753863
chr2	38073447	38231651
chr7	101562779	101569006
chr10	3486894	3502838
chr6	146841901	147204614
chr1	2013213	2015530
chr6	31999976	32003521
chrX	63349646	63352178
chr9	129332300	129359538
chr11	1571353	1599184
chr9	122609915	122639685
chr17	5111468	5115004
chr1	173863900	173868882
chr19	12195015	12237767
chr17	72034107	72237203
chr9	83972233	83975777
chr22	41209122	41217627
chr14	95157645	95179933
chr1	116164284	116166241
chr22	27919376	28008581
chrX	1401769	1414028
chr1	32987075	33032469
chr2	165957399	166301784
chr7	33793168	33803156
chr6	165754189	165775780
chr2	162159762	162173223
chr15	38069481	38072959
chr10	71217224	71218228
chr22	18970514	18994628
chr2	74385486	74393882
chr10	6580419	6616452
chr3	136841726	136862054
chrX	102884414	102906158
chr3	129591349	129591635
chr2	220105656	220450778
chr3	147940004	148006755
chr7	128455937	128469197
chr11	2129121	2129964
chr3	64561322	64592757
chr7	123994622	124027659
chr3	64684909	65053439
chr3	71570255	71574457
chr7	150433654	150448140
chr7	124032205	124395118
chr3	149976755	149979355
chr3	180989762	181836880
chr3	107240692	107326964
chr3	156671862	156674378
chr7	92457564	92491610
chr7	141652381	141656810
chr5	140072857	140108630
chr5	127940426	128083172
chr8	6403551	6407142
chr11	9758292	9811335
chr16	56092987	56191094
chr5	111512226	111739726
chr16	66408524	66412135
chr12	93542463	93571768
chr8	103156990	103298772
chr8	32996178	33044855
chr8	142981738	143018437
chr13	95648733	95676925
chr5	81204084	81301560
chr12	27547050	27552773
chr4	158170752	158202877
chr5	74369376	74536976
chr4	144642922	144661357
chr5	149406689	149432835
chr4	2934899	2961738
chr12	137411	149169
chr12	8788257	8795789
chr8	127794533	128101253
chr4	138057464	138178177
chr4	28435449	28600275
chr5	149063317	149109787
chr17	50556207	50562108
chr5	31747644	31748078
chr5	8839732	8881525
chr11	112270749	112362534
chr5	88692645	88693972
chr11	68870664	68874542
chr5	145222610	145228982
chr7	78939850	78940895
chr8	60384588	60516795
chr4	128292751	128519394
chr14	105416884	105419739
chr4	137545731	137603430
chr8	125040684	125044989
chr8	9900064	9905366
chr8	41660991	41665566
chr8	88326836	88887323
chr8	110937690	111027433
chr8	138063268	138073240
chr8	21023296	21029058
chr8	65527008	65562780
chr8	52150820	52154892
chr8	137852327	137929044
chr11	66409158	66417137
chr8	106270144	106272899
chr11	19510890	19519896
chr11	45215815	45235292
chr11	71448674	71452157
chr11	27471729	27482433
chr9	97238449	97297314
chr10	47517816	47553514
chr8	144495458	144505444
chr11	122028327	122556721
chr8	11107788	11109726
chr8	47190772	47193262
chr11	134436473	134505661
chr15	89361579	89398487
chr12	64883394	64990607
chr11	69425690	69429621
chr14	104681146	104684932
chr12	129521303	129522763
chr11	60918469	60925397
chr12	132277349	132280900
chr12	132275391	132278329
chr16	89046172	89052965
chr11	64291722	64304769
chr12	116977442	116987337
chr14	58265365	58298134
chr12	45481871	45610620
chr12	38906451	38909592
chr14	100836269	100947194
chr14	21200079	21206900
chr14	100291117	100294656
chr14	20451305	20451918
chr14	23561097	23568073
chr14	88551597	88552493
chr14	75423683	75427741
chr19	45764785	45769806
chr7	39947522	39949755
chr15	56394321	56396785
chr18	31685655	31686823
chr17	27929548	27974223
chr1	1249777	1251334
chr11	65568482	65570423
chr8	29352420	29353170
chr4	40166675	40167831
chr15	20729747	20756183
chr9	27937617	27944497
chr16	23670011	23675499
chr5	10195121	10197628
chr18	36179996	36187448
chr16	88663298	88687186
chr4	98658904	98664550
chr16	72425948	72533892
chr16	2268155	2273418
chr16	30919319	30923269
chr16	2456252	2459979
chr15	72782835	72798199
chr9	33697459	33700986
chr8	22679013	22684009
chr8	142620373	142621064
chr8	101166805	101169629
chr3	97759523	97761532
chr16	47849314	47887130
chr9	19926094	19929937
chr7	152463786	152465549
chr15	28719377	28738431
chr9	121815674	121819452
chr15	74152800	74179226
chr16	689001	692554
chr9	21394888	21396346
chr18	5748819	5876328
chr17	80966239	80971213
chr16	55538200	55542027
chr18	3603000	3608336
chr16	14009280	14016016
chr17	80351828	80415168
chr17	5240508	5241543
chr18	14195	16898
chr4	16226685	16320140
chr18	3962353	4013943
chr1	149861271	149862504
chr17	33627027	33635057
chr17	32509954	32523424
chr17	82153430	82154815
chr17	33688803	33689174
chr18	5381641	5385330
chr17	18172625	18184753
chr19	11010917	11016011
chr17	61393456	61411555
chr19	33302857	33305054
chr19	45767796	45772504
chr18	44676927	44679717
chr17	51336715	51445802
chr19	14458401	14459366
chr17	69477139	69501755
chr17	68189884	68192802
chr19	57304305	57308562
chr19	46027654	46030161
chr19	50480119	50483351
chr19	46320197	46340004
chr11	62786023	62786785
chr13	113009671	113010319
chr19	8374373	8390685
chr19	23927788	23929287
chr19	4791745	4795559
chr4	118278709	118279823
chr1	2350414	2352820
chr16	2561471	2565096
chrX	45745211	45770274
chr21	16417139	16419080
chr7	141662922	141663846
chr6	3751111	3753871
chr16	73060245	73062316
chr10	11679675	11680514
chr9	99355337	99377240
chr9	95494924	95495379
chr12	89367807	89369301
chrX	74209976	74213660
chr8	141434545	141437954
chr8	24912165	24914717
chr6	21664772	22368328
chr8	97132835	97133379
chr5	44826076	44828592
chr8	30197404	30198048
chr8	94884609	94885070
chr7	45769105	45815263
chr7	105571083	105573660
chr10	86965345	86971311
chr4	173363780	173370446
chr2	221572506	221574454
chr22	25476218	25479971
chr2	105334027	105337475
chr22	18970525	19031242
chr7	5428731	5429672
chr1	186680622	186681446
chr2	202032770	202033537
chr7	128524016	128531069
chr2	225698514	225703654
chr3	99802699	99806058
chr11	127271029	127337033
chr1	1062208	1063288
